avg,max,min,sum,currentDate,count
-2.909414508184757,5.2734375,-0.17825311942959,-576.0640726205819,20200128093000,198
-2.9626097414649544,4.25531914893617,-0.160128102481985,-651.77414312229,20200128153000,220
-2.411326352015033,2.94117647058824,-0.340715502555366,-327.94038387404447,20200128213000,136
-2.8512657211931334,4.1044776119403,-0.182815356489945,-421.9873267365837,20200129033000,148
-2.9005622069588277,6.84931506849315,-0.16,-539.5045704943419,20200129093000,186
-3.1212470950862516,4.3010752688172,-0.117508813160987,-599.2794422565603,20200129153000,192
-3.007926343889446,3.92156862745098,-0.251572327044025,-457.2048042711958,20200129213000,152
-3.1446850514019626,7.01168614357262,-0.233644859813085,-383.65157627103946,20200130033000,122
-2.9365314498708526,4.6594982078853,-0.144927536231885,-408.1778715320485,20200130093000,139
-3.244600173463527,3.4833091436865,-0.321543408360129,-762.4810407639288,20200130153000,235
-3.17438273794124,3.92156862745098,-0.36101083032491,-869.7808701958998,20200130213000,274
-2.966616556551037,5.3475935828877,-0.154798761609907,-670.4553417805344,20200131033000,226
-2.226721113691022,9.71867007672634,-0.0967117988394586,-772.6722264507846,20200131093000,347
-2.904342933112683,4.88958990536278,-0.0604594921402661,-868.3985370006922,20200131153000,299
-2.7202857716030184,3.7037037037037,-0.186915887850468,-369.9588649380105,20200131214500,136
-2.355941494436447,3.16573556797021,-0.0773395204949736,-515.9511872815818,20200201034500,219
-2.610143020776817,4.67625899280575,-0.134770889487871,-451.5547425943894,20200201094500,173
-2.724716829401202,4.06091370558376,-0.11904761904762,-302.4435680635334,20200201154500,111
-3.142746468571079,5.28169014084507,-0.51413881748072,-348.84485801138976,20200201221500,111
-2.6238771803887264,5.32212885154062,-0.261780104712042,-464.4262609288046,20200202041500,177
-3.1979788982316313,4.60829493087558,-0.239520958083832,-412.5392778718804,20200202101500,129
-3.0615555706232382,4.3956043956044,-0.155520995334371,-538.8337804296899,20200202161500,176
-3.017342269892753,3.07692307692308,-0.10752688172043,-331.9076496882028,20200202221500,110
-2.1394518618340213,6.07142857142857,-0.0663570006635705,-524.1657061493352,20200203041500,245
-2.8902490146161415,5.07246376811594,-0.0682128240109137,-719.6720046394192,20200203101500,249
-2.9533331328399943,4.0650406504065,-0.186567164179105,-694.0332862173987,20200203161500,235
-2.7365065779973725,4.84739676840215,-0.482160077145613,-298.2792170017136,20200203221500,109
-2.488940041059656,6.60276890308839,-0.046948356807512,-637.168650511272,20200204041500,256
-3.250559848307752,4.95867768595041,-0.177619893428065,-780.1343635938605,20200204101500,240
-3.1947360465355032,3.20512820512821,-0.181818181818182,-651.7261534932427,20200204161500,204
-2.7574028455025545,2.18446601941748,-0.313479623824452,-325.37353576930144,20200204221500,118
-3.0877016907940105,5.28455284552846,-0.172711571675301,-623.7157415403901,20200205041500,202
-2.702903043346917,5.19031141868512,-0.119617224880383,-667.6170517066885,20200205101500,247
-2.844760961210231,4.74683544303798,-0.159489633173843,-623.0026505050406,20200205161500,219
-2.32947254549627,3.07692307692308,-0.134408602150538,-223.62936436764193,20200205221500,96
-2.6799706314501335,5.65275908479139,-0.0754432289702001,-517.2343318698757,20200206041500,193
-2.341181205503754,9.09090909090909,-0.0372856077554065,-353.5183620310669,20200206101500,151
-2.912185906428121,3.67713004484305,-0.135135135135135,-649.417457133471,20200206161500,223
-3.033382601470726,3.42857142857143,-0.151057401812689,-330.6387035603091,20200206221500,109
-2.867072959020659,4.93827160493827,-0.191570881226054,-688.0975101649582,20200207041500,240
-2.8336659275488087,4.02144772117962,-0.314465408805031,-572.4005173648594,20200207101500,202
-3.084602961241191,4.01785714285714,-0.143266475644699,-416.4213997675608,20200207161500,135
-3.1143930948088316,3.003003003003,-0.220994475138122,-327.01127495492733,20200207221500,105
-3.0049747988517255,3.11418685121107,-0.185013876040703,-483.8009426151278,20200208041500,161
-3.193549339897152,7.31707317073171,-0.1573564122738,-316.16138464981805,20200208101500,99
-2.9955558683508787,4.79704797047971,-0.38560411311054,-350.4800365970528,20200208161500,117
-2.8584793304329517,5.05836575875486,-0.266666666666667,-191.51811513900776,20200208221500,67
-2.969384456193902,3.75722543352601,-0.458715596330276,-270.21398551364507,20200209041500,91
-3.096353220027272,4.09356725146199,-0.09925558312655,-448.9712169039545,20200209101500,145
-2.5219462997789024,4.63121783876501,-0.103199174406605,-363.16026716816197,20200209161500,144
-2.194888780892377,4.16666666666667,-0.284900284900285,-197.53999028031396,20200209221500,90
-1.706698866997172,5.32407407407407,-0.11441647597254,-293.5522051235136,20200210041500,172
-2.4764371938140903,4.72279260780287,-0.201207243460765,-698.3552886555735,20200210101500,282
-3.1137765510963624,4.27350427350427,-0.224215246636771,-420.35983439800896,20200210161500,135
-2.8141042063182207,4.08560311284047,-0.289855072463768,-244.8270659496852,20200210221500,87
-2.6280047595742935,5.68807339449541,-0.2478656017626,-407.3407377340155,20200211041500,155
-2.911900552813142,5.80204778156997,-0.226757369614512,-527.0540000591787,20200211101500,181
-2.9430757243551855,3.51966873706004,-0.203252032520325,-512.0951760378023,20200211161500,174
-2.5332224806066255,7.52269779507134,-0.174825174825175,-245.72258061884267,20200211221500,97
-2.5673933672785925,7.67230169050715,-0.154559505409583,-408.2155453972962,20200212041500,159
-2.5701474652066105,7.04545454545454,-0.0925925925925926,-390.6624147114048,20200212101500,152
-2.36530277803408,7.76699029126214,-0.102040816326531,-364.25662781724833,20200212161500,154
-2.756707412977263,2.61437908496732,-0.3584229390681,-256.37378940688546,20200212221500,93
-2.103590735951325,6.13437195715677,-0.399733510992671,-298.7098845050881,20200213041500,142
-3.056195135377903,4.07725321888412,-0.0924214417744924,-534.834148691133,20200213101500,175
-3.0617978395068475,2.63157894736842,-0.115606936416186,-434.77529320997235,20200213161500,142
-2.273192711763135,2.37154150197629,-0.1669449081803,-152.30391168813006,20200213221500,67
-2.4998597932730275,5.46875,-0.201207243460765,-344.9806514716778,20200214041500,138
-2.2759226573975524,5.27638190954774,-0.141542816702053,-409.66607833155945,20200214101500,180
-2.572391812701431,3.08641975308642,-0.164203612479475,-213.5085204542188,20200214161500,83
-2.424370910182517,4.44444444444444,-0.169779286926995,-223.04212373679155,20200214221500,92
-2.0267226674333987,4.50097847358121,-0.3125,-166.1912587295387,20200215041500,82
-2.5220572660949405,5.27777777777778,-0.0905797101449282,-292.5586428670131,20200215101500,116
-4.063827740330613,2.55560814008519,-0.591715976331361,-357.6168411490939,20200215161500,88
-3.580034129711497,1.16279069767442,-0.900900900900901,-132.4612627993254,20200215221500,37
-3.54623011389782,3.90625,-0.264200792602378,-212.7738068338692,20200216041500,60
-3.326908316662372,4.51977401129943,-0.294985250737463,-286.11411523296397,20200216101500,86
-4.004936351259797,1.33333333333333,-0.211267605633802,-248.3060537781074,20200216161500,62
-2.8395063743375593,5.23364485981308,-0.167504187604691,-249.8765609417052,20200216221500,88
-3.014323419173055,6.30630630630631,-0.0913242009132418,-415.97663184588157,20200217041500,138
-3.263746253088729,3.81944444444444,-0.100000000000001,-443.8694904200671,20200217101500,136
-2.9120526198778163,3.32594235033259,-0.425531914893617,-378.5668405841161,20200217161500,130
-2.8477021232127164,2.4625784645099,-0.212314225053079,-281.92251019805894,20200217221500,99
-2.790516242699426,3.57954545454546,-0.0781046602447271,-387.8817577352202,20200218041500,139
-2.152029968339456,3.84615384615385,-0.226244343891403,-249.6354763273769,20200218101500,116
-2.9394975266883456,3.94736842105263,-0.293255131964809,-385.07417599617327,20200218161500,131
-2.9486563525057443,2.734375,-0.0749063670411987,-212.30325738041358,20200218223000,72
-1.8971266578143349,4.8582995951417,-0.0308261405671999,-193.50691909706217,20200219043000,102
-2.955652685421427,8.25974025974026,-0.118193330519206,-434.4809447569497,20200219103000,147
-2.4255690818644524,7.20461095100865,-0.214132762312634,-259.5358917594964,20200219163000,107
-3.3738550958330507,2.71493212669683,-0.100704934541792,-185.5620302708178,20200219223000,55
-1.7110931239818739,6.553911205074,-0.306748466257669,-123.19870492669492,20200220043000,72
-2.9350251827710143,3.7463976945245,-0.0809716599190287,-472.5390544261333,20200220103000,161
-2.1778842231181184,3.47826086956522,-0.240384615384615,-405.08646549997,20200220163000,186
-2.774378282387711,3.13479623824451,-0.440528634361234,-163.68831866087496,20200220223000,59
-3.176968341177091,2.63452914798206,-0.804289544235925,-263.68837231769857,20200221043000,83
-3.1130242508364487,4.6594982078853,-0.23961661341853,-466.9536376254673,20200221103000,150
-2.923843948937723,3.16027088036117,-0.154559505409583,-365.48049361721536,20200221163000,125
-3.4281740484147956,3.52941176470588,-0.378787878787878,-219.40313909854692,20200221223000,64
-2.327140816032182,4.95495495495495,-0.196463654223969,-179.18984283447801,20200222043000,77
-3.661474526836665,6.63192799621033,-0.23696682464455,-219.6884716101999,20200222103000,60
-3.7193597012220483,4.11985018726592,-0.532623169107856,-409.1295671344253,20200222163000,110
-3.4259596264366747,6.94698354661792,-0.130039011703511,-188.4277794540171,20200222223000,55
-3.5964233463794564,5.17368810051737,-0.150375939849624,-169.03189727983445,20200223043000,47
-3.45903916715419,4.88215488215488,-0.530503978779841,-280.1821725394894,20200223103000,81
-3.3441608993031506,3.21750321750322,-0.18796992481203,-381.23434252055915,20200223163000,114
-2.870779807508533,6.65399239543726,-0.0779423226812157,-232.53316440819117,20200223223000,81
-1.953132855514812,5.51894563426689,-0.0815660685154969,-142.57869845258128,20200224043000,73
-3.2910875378710904,5.96026490066225,-0.45766590389016,-592.3957568167963,20200224103000,180
-3.22284212406485,5.62390158172232,-0.243605359317905,-683.2425303017482,20200224163000,212
-3.2116574433087637,3.7593984962406,-0.341296928327645,-427.15043996006557,20200224223000,133
-3.0628433447963337,3.97350993377483,-0.27027027027027,-349.164141306782,20200225043000,114
-3.2581256366374096,3.03030303030303,-0.25974025974026,-547.3651069550848,20200225103000,168
-2.806247313760197,5.50847457627119,-0.0790513833992099,-684.724344557488,20200225163000,244
-2.779186762794738,4.00728597449909,-0.251889168765743,-500.25361730305286,20200225223000,180
-2.3836324226488417,4.51977401129944,-0.1407789770061,-305.10495009905173,20200226043000,128
-2.779545968513891,7.03517587939699,-0.283286118980171,-586.484199356431,20200226103000,211
-2.6068297190440863,5.88235294117647,-0.0669344042838018,-677.7757269514625,20200226163000,260
-2.6814754241608814,6.27450980392157,-0.128564749883123,-506.79885516640655,20200226223000,189
-2.7864596955822645,8.94428152492669,-0.220507166482911,-543.3596406385416,20200227043000,195
-3.2439096791110242,3.690036900369,-0.306748466257669,-768.8065939493127,20200227103000,237
-2.873632901985897,3.37837837837838,-0.245700245700246,-853.4689718898113,20200227163000,297
-2.3635512513656236,5.73248407643312,-0.309597523219814,-382.895302721231,20200227223000,162
-2.390602354143008,4.91949910554562,-0.207161882213672,-404.01179785016836,20200228043000,169
-2.9163606423942343,4.2654028436019,-0.210970464135021,-650.3484232539142,20200228103000,223
-2.75043192269468,7.5,-0.0923361034164358,-841.632168344572,20200228163000,306
-2.2368703081906385,3.6697247706422,-0.141242937853107,-467.5058944118435,20200228223000,209
-1.9750013870114713,5.15463917525773,-0.0493339911198816,-229.10016089333067,20200229043000,116
-2.865079110855865,5.75539568345324,-0.443131462333826,-398.24599640896525,20200229103000,139
-2.738069930157948,4.98866213151927,-0.18018018018018,-427.1389091046399,20200229163000,156
-2.867051080661387,3.47826086956522,-0.29673590504451,-510.33509235772686,20200229223000,178
-2.9877741429564306,3.24675324675325,-0.1669449081803,-283.8385435808609,20200301043000,95
-2.7701715177793775,6.91906005221932,-0.279329608938547,-387.8240124891129,20200301103000,140
-2.8954148338041175,5.97014925373134,-0.357142857142857,-463.2663734086588,20200301163000,160
-2.5385738515783904,6.54761904761905,-0.165562913907285,-335.09174840834754,20200301223000,132
-2.7072340473219434,3.80952380952381,-0.3690036900369,-311.3319154420235,20200302043000,115
-2.8125825290495237,4.41458733205374,-0.323624595469256,-554.0787582227562,20200302103000,197
-2.4651936306402034,6.93069306930693,-0.170068027210885,-700.1149911018177,20200302163000,284
-2.0407630805319297,5.46139359698682,-0.132100396301189,-497.9461916497908,20200302223000,244
-2.319388626749597,4.08163265306122,-0.1743679163034,-364.14401439968674,20200303043000,157
-2.3732037718927996,4.51030927835052,-0.0996015936254979,-557.7028863948079,20200303103000,235
-2.3724626498603594,5.35117056856187,-0.179533213644524,-771.0503612046168,20200303163000,325
-1.9827623830906127,4.36681222707424,-0.211416490486258,-414.3973380659381,20200303223000,209
-2.4989473473650206,5.44918998527246,-0.112994350282486,-357.34947067319797,20200304043000,143
-2.595756363013272,4,-0.123152709359606,-672.3008980204374,20200304103000,259
-2.2855167623402455,4.3613707165109,-0.095602294455067,-626.2315928812272,20200304163000,274
-1.747496167075758,5.35331905781585,-0.172711571675302,-422.8940724323335,20200304223000,242
-2.479572981346708,3.22128851540616,-0.0242541838467143,-399.21124999681996,20200305043000,161
-2.857606859718456,6.70289855072464,-0.158478605388273,-605.8126542603127,20200305103000,212
-2.279191969354264,8.66141732283465,-0.204918032786885,-645.0113273272567,20200305163000,283
-2.5641621969255057,3.18471337579618,-0.137174211248285,-523.0890881728031,20200305223000,204
-2.6681528454677097,7.31707317073171,-0.25,-349.52802275627,20200306043000,131
-2.274899063437879,4.94327390599676,-0.102249488752556,-473.17900519507884,20200306103000,208
-2.6280149120900558,4.3956043956044,-0.182481751824817,-835.7087420446377,20200306163000,318
-2.302129990295569,3.52941176470588,-0.242718446601942,-437.40469815615813,20200306223000,190
-2.3751042143592547,3.36538461538461,-0.432900432900433,-268.38677622259576,20200307043000,113
-2.445563919425518,4.8780487804878,-0.353107344632769,-357.0523322361256,20200307103000,146
-3.3784524273531145,3.57142857142857,-0.208333333333333,-652.0413184791511,20200307163000,193
-2.1539436322437715,4.76190476190476,-0.149588631264024,-284.3205594561778,20200307223000,132
-2.721041202750593,4.43037974683544,-0.216138328530259,-217.68329622004742,20200308043000,80
-3.198965082808088,3.64372469635628,-0.222469410456062,-524.6302735805264,20200308103000,164
-2.1161575263536103,4.72972972972973,-0.120048019207683,-340.7013617429312,20200308163000,161
-2.741867523758729,4.92957746478873,-0.218818380743983,-370.1521157074284,20200308223000,135
-2.7253820551095806,4.20054200542005,-0.450958286358512,-359.75043127446463,20200309043000,132
-2.8858616429815296,2.78884462151394,-0.177462289263532,-808.0412600348283,20200309103000,280
-2.655205602264376,3.79746835443038,-0.188679245283019,-852.3209983268648,20200309163000,321
-2.847432626087699,4.65116279069767,-0.252844500632112,-871.314383582836,20200309223000,306
-2.9155872424196962,4.89296636085627,-0.118976799524093,-542.2992270900635,20200310043000,186
-2.5876554389906343,7.26172465960666,-0.0692520775623269,-991.0720331334129,20200310103000,383
-2.157018616974756,5.95238095238095,-0.200803212851406,-979.2864521065392,20200310163000,454
-1.7677630628548178,5.36912751677852,-0.151745068285281,-489.67036841078453,20200310223000,277
-2.0956172400373028,4.84848484848485,-0.111358574610245,-349.9680790862296,20200311043000,167
-2.307174205528346,6.09756097560976,-0.22238695329874,-805.2037977293928,20200311103000,349
-2.126890478413666,5.95238095238095,-0.21505376344086,-944.3393724156678,20200311163000,444
-2.187255908304279,8.71369294605809,-0.168918918918919,-737.1052410985419,20200311223000,337
-2.692749400813534,3.51351351351351,-0.15552099533437,-630.103359790367,20200312043000,234
-2.2920839025196864,7.09433962264151,-0.0885739592559784,-942.0464839355911,20200312103000,411
-2.334393890505065,5.88235294117647,-0.214132762312634,-1526.6936043903127,20200312163000,654
-1.9554373670793037,7.5,-0.160000000000001,-1016.8274308812379,20200312223000,520
-2.0939347349686277,5.55555555555556,-0.124069478908189,-544.4230310918432,20200313043000,260
-2.3126589211505517,8.8,-0.116686114352392,-1181.7687087079319,20200313103000,511
-2.3142173055823987,7.83410138248848,-0.158982511923689,-1879.1444521329076,20200313163000,812
-2.057235862197671,6.71641791044776,-0.154798761609907,-1071.8198842049865,20200313223000,521
-2.192370695631872,6.09756097560976,-0.0777000777000776,-502.05288929969873,20200314043000,229
-2.435994200684771,8.57142857142857,-0.0914076782449724,-984.1416570766474,20200314103000,404
-1.9769876789275544,6.66666666666667,-0.116959064327486,-911.3913199856026,20200314163000,461
-1.8170408580048374,9.70873786407767,-0.161812297734628,-752.2549152140027,20200314223000,414
-2.023211265280424,5.82010582010582,-0.127226463104326,-333.82985877127,20200315043000,165
-2.2225108254504966,6.27062706270627,-0.115340253748558,-668.9757584605995,20200315103000,301
-1.927007685706067,7.02479338842975,-0.132100396301189,-884.4965277390847,20200315163000,459
-1.3935711526164074,7.40740740740741,-0.130890052356021,-553.2477475887138,20200315223000,397
-1.7899189027210087,7.14285714285714,-0.133511348464619,-399.15191530678493,20200316043000,223
-2.289690453149942,4.03225806451613,-0.0795544948289582,-1128.8173934029212,20200316103000,493
-2.062049984372558,7.79220779220779,-0.0890471950133569,-1868.2172858415377,20200316163000,906
-1.9590215601864691,4.72972972972973,-0.106382978723404,-1273.364014121205,20200316223000,650
-2.0454031264877335,5.18518518518518,-0.0849617672047573,-648.3927910966115,20200317043000,317
-2.241161811474812,5.83941605839416,-0.172117039586919,-959.2172553112196,20200317103000,428
-1.8630552946764645,9.70149253731343,-0.140646976090014,-1499.759512214554,20200317163000,805
-1.6873512174305505,5.93220338983051,-0.120336943441636,-1189.582608288538,20200317223000,705
-1.8273063780045704,7.57575757575758,-0.185185185185186,-601.1837983635037,20200318043000,329
-1.9405655835916011,8.64197530864198,-0.133333333333334,-1296.2978098391895,20200318103000,668
-2.172075658461788,6.25,-0.120772946859903,-2041.751118954081,20200318163000,940
-2.1544540253332176,5.61224489795918,-0.0645994832041339,-1516.735633834585,20200318223000,704
-2.154666631354547,5.95238095238095,-0.0974184120798829,-857.5573192791097,20200319043000,398
-2.3461565624342224,8.10810810810811,-0.130890052356021,-1564.8864271436264,20200319103000,667
-1.9990583772533672,7.5,-0.148809523809524,-2170.977397697157,20200319163000,1086
-1.9430581123891137,8.37696335078534,-0.0657462195923735,-1647.7132793059684,20200319223000,848
-2.01206742611004,7.16049382716049,-0.161812297734627,-686.1149923035238,20200320043000,341
-2.148646182369482,9.43396226415094,-0.0847457627118646,-1332.1606330690788,20200320103000,620
-1.984362947073985,9.05660377358491,-0.07936507936508,-1817.6764595197703,20200320163000,916
-2.175353541591195,6.72268907563025,-0.0466200466200464,-1274.7571753724403,20200320223000,586
-2.1404172600834563,8.29015544041451,-0.125,-680.6526887065392,20200321043000,318
-2.235865683556513,9.03614457831325,-0.214132762312634,-818.3268401816838,20200321103000,366
-2.172639598973477,5.51181102362205,-0.202020202020202,-1108.0461954764733,20200321163000,510
-2.274447334896122,4.8951048951049,-0.173913043478261,-968.9145646657479,20200321223000,426
-1.9657481522380507,7.5,-0.127713920817369,-475.71105284160825,20200322043000,242
-2.665500355757131,5.0561797752809,-0.138026224982747,-1042.2106391010382,20200322103000,391
-2.298356059745774,6.66666666666667,-0.192678227360308,-1408.8922646241595,20200322163000,613
-2.2778295281385827,6.2374245472837,-0.154083204930662,-906.5761521991559,20200322223000,398
-2.2816381120803984,5.76923076923077,-0.207684319833852,-600.0708234771448,20200323043000,263
-2.321343383670168,8.3969465648855,-0.149476831091181,-1425.304837573483,20200323103000,614
-2.3253734255150924,8.46560846560847,-0.0767459708365315,-2167.248032580066,20200323163000,932
-2.1749606116438844,9.45945945945946,-0.088809946714032,-1496.3729008109926,20200323223000,688
-2.3472059486956427,5.60344827586207,-0.15220700152207,-807.4388463513011,20200324043000,344
-2.599713414050821,6.02409638554217,-0.15105740181269,-1565.0274752585944,20200324103000,602
-2.0623210333532374,7.3394495412844,-0.131233595800525,-1950.9556975521625,20200324163000,946
-2.1260951639427015,8.54700854700855,-0.0781860828772478,-1398.9706178742977,20200324223000,658
-2.295626558074292,6.08695652173913,-0.198807157057654,-847.0861999294137,20200325043000,369
-2.2930023604057106,9.82142857142857,-0.118063754427391,-1240.5142769794895,20200325103000,541
-2.2158457758645147,8.28402366863905,-0.105708245243129,-2260.162691381805,20200325163000,1020
-2.2339427160174012,5.67685589519651,-0.103950103950104,-1733.5395476295032,20200325223000,776
-2.367972230532669,5.7286432160804,-0.120918984280533,-655.9283078575493,20200326043000,277
-2.242798613296822,5.23690773067332,-0.0783699059561123,-1374.8355499509519,20200326103000,613
-1.8062710531199873,7.61904761904762,-0.101010101010101,-1540.749208311349,20200326163000,853
-1.8697018347939125,8.994708994709,-0.17921146953405,-1305.051880686151,20200326223000,698
-2.097412123518111,6.64206642066421,-0.162337662337662,-792.821782689846,20200327043000,378
-2.69958280949949,7.75623268698061,-0.126103404791929,-1689.9388387466806,20200327103000,626
-1.9795646251008103,9.23076923076923,-0.0914913083257094,-2104.2771964821613,20200327163000,1063
-2.095780565838882,7.12694877505568,-0.144927536231883,-1366.448928926951,20200327223000,652
-1.9158823880617808,5.36082474226804,-0.141442715700141,-478.9705970154452,20200328043000,250
-2.3213945006063708,5.90551181102362,-0.205479452054795,-1104.9837822886325,20200328103000,476
-2.379304702752061,8.09248554913295,-0.0517063081695968,-1249.134968944832,20200328163000,525
-2.039700094072692,9.14285714285714,-0.110011001100109,-807.7212372527861,20200328223000,396
-2.402487487268666,5.1792828685259,-0.10172939979654,-430.04526022109127,20200329043000,179
